timestamp,x,y,z,qx,qy,qz,qw
1751868953898,11.098183631896973,0.03396240249276161,-12.063936233520508,-0.003030255436897278,0.0986308753490448,-0.20288945734500885,0.9742169380187988
1751868958969,9.829931259155273,11.329617500305176,-12.589544296264648,-0.12944601476192474,-0.019766073673963547,-0.22131794691085815,0.9663702845573425
1751868963555,9.984220504760742,21.377254486083984,-12.6497802734375,-0.12638594210147858,-0.005999121814966202,-0.22825388610363007,0.9653449654579163
1751868968185,9.963642120361328,31.35964012145996,-12.6407470703125,-0.12726421654224396,-0.008935131132602692,-0.2375226616859436,0.9629677534103394
1751868972754,9.97188663482666,41.33320617675781,-12.650164604187012,-0.12864404916763306,-0.009886013343930244,-0.24634821712970734,0.9605547785758972
1751868977330,9.972551345825195,51.33608627319336,-12.633915901184082,-0.1262321174144745,-0.010032543912529945,-0.2556908130645752,0.9584294557571411
1751868981889,9.95678424835205,61.36763381958008,-12.666522979736328,-0.1231241449713707,-0.010370001196861267,-0.26482513546943665,0.9563474655151367
1751868986460,9.968695640563965,71.36640930175781,-12.623404502868652,-0.12347641587257385,-0.010210186243057251,-0.2741014063358307,0.9536864161491394
1751868990988,9.968576431274414,81.35425567626953,-12.619608879089355,-0.12336688488721848,-0.010862462222576141,-0.2837434709072113,0.9508692622184753
1751868995515,9.963129997253418,91.37779235839844,-12.624152183532715,-0.1204475462436676,-0.010412562638521194,-0.29366302490234375,0.9482331275939941
